Ann ee,situation,Genre,Secteur disciplinaire,% emplois ext erieurs à la r egion de l’universit e
2012,18 mois après le diplôme,femmes,Math ematiques,40
2018,30 mois après le diplôme,femmes et hommes,Math ematiques,48
2016,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,54
2012,30 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,69
2016,30 mois après le diplôme,femmes,Math ematiques appliqu ees et sciences sociales,59
2017,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,52
2012,18 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,69
2013,30 mois après le diplôme,femmes et hommes,Math ematiques appliqu ees et sciences sociales,51
2013,30 mois après le diplôme,femmes,Math ematiques appliqu ees et sciences sociales,50
2017,18 mois après le diplôme,hommes,Math ematiques appliqu ees et sciences sociales,48
2014,30 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,51
2013,18 mois après le diplôme,femmes et hommes,Sciences de l'ing enieur,50
2012,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,57
2017,18 mois après le diplôme,femmes et hommes, electronique  g enie  electrique,37
2016,30 mois après le diplôme,hommes,G enie civil,52
2014,18 mois après le diplôme,hommes,G enie civil,58
2012,18 mois après le diplôme,femmes,G enie civil,41
2012,18 mois après le diplôme,hommes,G enie civil,56
2014,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),44
2018,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),42
2018,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),42
2014,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),41
2016,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),43
2017,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2015,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2016,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),44
2012,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),44
2018,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),43
2015,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),44
2013,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),43
2014,30 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,43
2018,18 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,43
2014,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,41
2014,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,38
2016,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,43
2011,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,45
2016,30 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,41
2013,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,38
2013,18 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,39
2017,18 mois après le diplôme,hommes,Ensemble formations juridiques   economiques et de gestion,43
2013,30 mois après le diplôme,femmes et hommes,Ensemble formations juridiques   economiques et de gestion,39
2017,18 mois après le diplôme,femmes,Ensemble formations juridiques   economiques et de gestion,42
2018,18 mois après le diplôme,hommes,Sciences juridiques,45
2016,30 mois après le diplôme,femmes et hommes,Sciences juridiques,42
2015,18 mois après le diplôme,femmes et hommes,Sciences juridiques,44
2017,30 mois après le diplôme,femmes et hommes,Sciences juridiques,44
2018,30 mois après le diplôme,hommes,Sciences juridiques,45
2017,18 mois après le diplôme,femmes et hommes,Sciences juridiques,44
2013,30 mois après le diplôme,femmes et hommes,Sciences juridiques,39
2013,18 mois après le diplôme,femmes,Sciences juridiques,38
2016,30 mois après le diplôme,femmes et hommes,Sciences politiques,46
2012,18 mois après le diplôme,hommes,Sciences politiques,36
2016,30 mois après le diplôme,hommes,Sciences politiques,42
2015,30 mois après le diplôme,femmes,Sciences politiques,55
2013,30 mois après le diplôme,hommes,Sciences politiques,44
2018,18 mois après le diplôme,femmes,Sciences  economiques,43
2014,30 mois après le diplôme,femmes et hommes,Sciences  economiques,42
2014,18 mois après le diplôme,hommes,Sciences  economiques,42
2015,18 mois après le diplôme,hommes,Sciences  economiques,41
2013,18 mois après le diplôme,femmes,Sciences  economiques,38
2017,18 mois après le diplôme,hommes,Sciences  economiques,42
2018,18 mois après le diplôme,femmes,Sciences de gestion,40
2016,18 mois après le diplôme,hommes,Sciences de gestion,44
2014,18 mois après le diplôme,hommes,Sciences de gestion,45
2017,18 mois après le diplôme,femmes et hommes,Sciences de gestion,42
2012,30 mois après le diplôme,femmes et hommes,Sciences de gestion,44
2012,18 mois après le diplôme,femmes,Sciences de gestion,41
2017,30 mois après le diplôme,femmes,Sciences de gestion,41
2013,18 mois après le diplôme,hommes,Sciences de gestion,41
2013,30 mois après le diplôme,femmes,Sciences de gestion,39
2018,18 mois après le diplôme,hommes,Administration  economique et sociale,46
2015,30 mois après le diplôme,hommes,Administration  economique et sociale,42
2016,18 mois après le diplôme,femmes,Administration  economique et sociale,40
2015,18 mois après le diplôme,hommes,Administration  economique et sociale,42
2017,30 mois après le diplôme,femmes,Administration  economique et sociale,39
2012,30 mois après le diplôme,femmes,Administration  economique et sociale,49
2018,30 mois après le diplôme,hommes,Administration  economique et sociale,46
2013,30 mois après le diplôme,femmes et hommes,Administration  economique et sociale,36
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences politiques,58
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,7
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,30
2014,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,23
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,50
2018,18 mois après le diplôme,hommes,Pluridisciplinaire sciences  economiques et gestion,61
2016,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,26
2017,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,41
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,20
2018,30 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,45
2018,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,46
2014,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,45
2016,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,48
2015,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,46
2015,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,48
2016,30 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,48
2017,18 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,48
2017,30 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,46
2012,30 mois après le diplôme,femmes et hommes,Ensemble Lettres  langues  arts,46
2017,18 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,48
2013,18 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,43
2014,30 mois après le diplôme,femmes et hommes,Arts,35
2014,18 mois après le diplôme,femmes,Arts,37
2016,18 mois après le diplôme,femmes,Arts,36
2015,18 mois après le diplôme,femmes,Arts,37
2011,30 mois après le diplôme,femmes et hommes,Arts,39
2018,30 mois après le diplôme,hommes,Arts,39
2017,30 mois après le diplôme,femmes et hommes,Arts,42
2012,30 mois après le diplôme,femmes,Arts,46
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,7
2016,30 mois après le diplôme,hommes,Pluridisciplinaire droit  sciences  economiques et de gestion  AES,7
2018,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,41
2014,18 mois après le diplôme,femmes,Français  langue  etrangère,64
2016,18 mois après le diplôme,femmes,Français  langue  etrangère,48
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,40
2012,30 mois après le diplôme,femmes,Français  langue  etrangère,60
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,50
2012,30 mois après le diplôme,femmes et hommes,Français  langue  etrangère,62
2015,30 mois après le diplôme,femmes,Pluridisciplinaire sciences  economiques et gestion,34
2017,18 mois après le diplôme,femmes,Français  langue  etrangère,42
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences  economiques et gestion,40
2013,18 mois après le diplôme,femmes,Français  langue  etrangère,56
2014,30 mois après le diplôme,femmes,Ensemble Lettres  langues  arts,45
2014,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,41
2016,18 mois après le diplôme,femmes,Langues et litt eratures  etrangères,49
2016,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,46
2017,18 mois après le diplôme,hommes,Ensemble Lettres  langues  arts,46
2015,18 mois après le diplôme,femmes,Langues et litt eratures  etrangères,52
2017,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,35
2014,30 mois après le diplôme,femmes,Arts,37
2013,30 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,44
2014,18 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,38
2017,18 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,41
2012,30 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,38
2015,18 mois après le diplôme,hommes,Arts,32
2013,18 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,34
2017,18 mois après le diplôme,femmes,Langues et litt eratures françaises,43
2016,30 mois après le diplôme,femmes et hommes,Arts,37
2014,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,55
2016,30 mois après le diplôme,femmes,Arts,36
2016,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,59
2017,30 mois après le diplôme,femmes,Arts,42
2015,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,55
2012,18 mois après le diplôme,femmes et hommes,Arts,41
2017,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,55
2017,30 mois après le diplôme,hommes,Langues  etrangères appliqu ees,55
2013,18 mois après le diplôme,femmes,Arts,37
2015,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,55
2013,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,54
2014,18 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,29
2012,18 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,29
2013,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,16
2014,18 mois après le diplôme,femmes,Sciences du langage  linguistique,45
2018,30 mois après le diplôme,femmes,Sciences du langage  linguistique,49
2018,18 mois après le diplôme,femmes,Sciences du langage  linguistique,49
2017,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,60
2013,30 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,43
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,54
2014,30 mois après le diplôme,femmes,Pluridisciplinaire langues,47
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,52
2015,30 mois après le diplôme,femmes,Pluridisciplinaire langues,56
2017,30 mois après le diplôme,femmes,Pluridisciplinaire langues,52
2012,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,58
2013,30 mois après le diplôme,femmes,Pluridisciplinaire langues,54
2017,18 mois après le diplôme,femmes,Pluridisciplinaire langues,52
2013,18 mois après le diplôme,femmes,Pluridisciplinaire langues,54
2018,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,34
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,45
2012,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,45
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,41
2014,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,43
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,43
2016,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,42
2016,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,38
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,40
2017,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,35
2014,30 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,39
2016,18 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,40
2016,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,40
2012,30 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,40
2012,18 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,40
2013,30 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2014,18 mois après le diplôme,femmes et hommes,Français  langue  etrangère,63
2018,18 mois après le diplôme,femmes et hommes,Français  langue  etrangère,75
2015,30 mois après le diplôme,femmes et hommes,Français  langue  etrangère,74
2015,18 mois après le diplôme,femmes,Français  langue  etrangère,75
2012,18 mois après le diplôme,femmes,Français  langue  etrangère,60
2011,30 mois après le diplôme,femmes et hommes,Français  langue  etrangère,58
2018,30 mois après le diplôme,femmes,Langues et litt eratures  etrangères,41
2014,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,35
2018,18 mois après le diplôme,hommes,Langues et litt eratures  etrangères,46
2015,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,35
2012,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,41
2018,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,46
2016,30 mois après le diplôme,femmes,Langues et litt eratures  etrangères,49
2013,18 mois après le diplôme,femmes et hommes,Langues et litt eratures  etrangères,44
2013,30 mois après le diplôme,hommes,Langues et litt eratures  etrangères,45
2017,18 mois après le diplôme,hommes,Langues et litt eratures  etrangères,35
2014,30 mois après le diplôme,femmes,Langues et litt eratures françaises,37
2018,18 mois après le diplôme,femmes,Langues et litt eratures françaises,40
2015,18 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,40
2016,30 mois après le diplôme,femmes,Langues et litt eratures françaises,31
2017,30 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,41
2012,18 mois après le diplôme,femmes et hommes,Langues et litt eratures françaises,38
2013,18 mois après le diplôme,femmes,Langues et litt eratures françaises,35
2018,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,52
2014,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,55
2015,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,55
2016,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,58
2012,18 mois après le diplôme,hommes,Langues  etrangères appliqu ees,52
2012,30 mois après le diplôme,femmes,Langues  etrangères appliqu ees,54
2017,18 mois après le diplôme,femmes,Langues  etrangères appliqu ees,54
2018,30 mois après le diplôme,femmes et hommes,Langues  etrangères appliqu ees,53
2012,30 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,29
2013,18 mois après le diplôme,femmes et hommes,Litt erature g en erale et compar ee,16
2014,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,45
2018,18 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,49
2014,30 mois après le diplôme,femmes,Sciences du langage  linguistique,45
2016,18 mois après le diplôme,hommes,Sciences du langage  linguistique,62
2015,18 mois après le diplôme,femmes,Sciences du langage  linguistique,51
2017,30 mois après le diplôme,femmes et hommes,Sciences du langage  linguistique,60
2014,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,48
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,48
2015,18 mois après le diplôme,femmes,Pluridisciplinaire langues,56
2011,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire langues,52
2018,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,33
2018,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,34
2014,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,39
2014,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,45
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,44
2017,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,38
2013,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  langues  sciences humaines,38
2017,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  langues  sciences humaines,38
2018,18 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,36
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,38
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,46
2012,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,45
2017,30 mois après le diplôme,femmes,Pluridisciplinaire lettres  sciences du langage  arts,35
2018,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire lettres  sciences du langage  arts,37
2018,18 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,38
2014,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,37
2016,30 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,41
2015,18 mois après le diplôme,femmes,Ensemble sciences humaines et sociales,38
2017,30 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,41
2015,30 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,39
2013,30 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,42
2013,18 mois après le diplôme,hommes,Ensemble sciences humaines et sociales,42
2013,18 mois après le diplôme,femmes et hommes,Ensemble sciences humaines et sociales,39
2016,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,41
2017,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,40
2012,30 mois après le diplôme,hommes,Histoire,38
2017,30 mois après le diplôme,femmes,Histoire,40
2012,18 mois après le diplôme,femmes et hommes,Histoire,37
2013,30 mois après le diplôme,femmes,Histoire,43
2017,18 mois après le diplôme,femmes,Histoire,40
2016,30 mois après le diplôme,femmes,G eographie,46
2012,18 mois après le diplôme,femmes et hommes,G eographie,42
2018,18 mois après le diplôme,femmes,Psychologie,37
2014,30 mois après le diplôme,hommes,Psychologie,37
2016,18 mois après le diplôme,hommes,Psychologie,34
2012,18 mois après le diplôme,femmes,Psychologie,43
2013,30 mois après le diplôme,femmes et hommes,Psychologie,37
2017,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,43
2013,18 mois après le diplôme,femmes,Sciences de l'information et la communication,41
2018,30 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,37
2014,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2015,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2015,30 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2018,30 mois après le diplôme,hommes,Autres sciences humaines et sociales,40
2014,18 mois après le diplôme,femmes et hommes,Am enagement,46
2018,18 mois après le diplôme,hommes,Am enagement,43
2016,18 mois après le diplôme,femmes,Am enagement,41
2012,30 mois après le diplôme,femmes,Am enagement,39
2013,30 mois après le diplôme,hommes,Am enagement,49
2017,18 mois après le diplôme,femmes,Am enagement,41
2018,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,49
2016,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,50
2013,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,32
2014,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,34
2014,30 mois après le diplôme,femmes,Sciences de l' education,28
2014,30 mois après le diplôme,hommes,Sociologie  d emographie,35
2014,18 mois après le diplôme,femmes,Sociologie  d emographie,30
2014,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,32
2014,18 mois après le diplôme,hommes,Sociologie  d emographie,35
2017,30 mois après le diplôme,femmes,Sociologie  d emographie,31
2013,18 mois après le diplôme,femmes,Sociologie  d emographie,23
2018,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,34
2016,18 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,39
2016,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,38
2015,30 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,48
2015,18 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,36
2015,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,36
2014,18 mois après le diplôme,femmes et hommes,Histoire-g eographie,38
2016,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,41
2013,30 mois après le diplôme,femmes et hommes,Histoire-g eographie,41
2014,30 mois après le diplôme,femmes,Histoire,39
2018,18 mois après le diplôme,hommes,Histoire,39
2015,30 mois après le diplôme,hommes,Histoire,34
2016,18 mois après le diplôme,femmes et hommes,Histoire,37
2017,18 mois après le diplôme,femmes et hommes,Histoire,38
2017,18 mois après le diplôme,hommes,Histoire,33
2018,30 mois après le diplôme,femmes,G eographie,39
2016,18 mois après le diplôme,femmes et hommes,G eographie,45
2015,18 mois après le diplôme,femmes,G eographie,33
2015,18 mois après le diplôme,femmes et hommes,G eographie,39
2012,30 mois après le diplôme,femmes et hommes,G eographie,42
2013,30 mois après le diplôme,hommes,G eographie,41
2018,30 mois après le diplôme,femmes,Psychologie,37
2016,30 mois après le diplôme,femmes,Psychologie,39
2017,30 mois après le diplôme,femmes et hommes,Psychologie,34
2013,18 mois après le diplôme,femmes et hommes,Sciences de l'information et la communication,43
2016,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2017,18 mois après le diplôme,femmes et hommes,Autres sciences humaines et sociales,39
2014,18 mois après le diplôme,femmes,Am enagement,45
2018,30 mois après le diplôme,hommes,Am enagement,43
2017,30 mois après le diplôme,femmes,Am enagement,41
2017,18 mois après le diplôme,hommes,Am enagement,47
2013,18 mois après le diplôme,femmes,Am enagement,44
2016,18 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,47
2016,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,47
2012,18 mois après le diplôme,femmes,Arch eologie  ethnologie  pr ehistoire,46
2013,30 mois après le diplôme,femmes et hommes,Arch eologie  ethnologie  pr ehistoire,32
2018,18 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,35
2014,30 mois après le diplôme,femmes,Philosophie   epist emologie,33
2013,30 mois après le diplôme,femmes,Philosophie   epist emologie,17
2018,30 mois après le diplôme,femmes et hommes,Philosophie   epist emologie,35
2018,18 mois après le diplôme,femmes,Sciences de l' education,32
2014,18 mois après le diplôme,femmes,Sciences de l' education,28
2016,18 mois après le diplôme,femmes,Sciences de l' education,35
2017,18 mois après le diplôme,hommes,Sciences de l' education,34
2017,18 mois après le diplôme,femmes,Sciences de l' education,28
2014,30 mois après le diplôme,femmes,Sociologie  d emographie,30
2016,18 mois après le diplôme,femmes,Sociologie  d emographie,34
2015,18 mois après le diplôme,femmes,Sociologie  d emographie,32
2011,30 mois après le diplôme,femmes et hommes,Sociologie  d emographie,33
2015,30 mois après le diplôme,femmes,Sociologie  d emographie,32
2018,30 mois après le diplôme,hommes,Sociologie  d emographie,28
2012,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,28
2012,30 mois après le diplôme,hommes,Sociologie  d emographie,21
2017,30 mois après le diplôme,hommes,Sociologie  d emographie,23
2013,18 mois après le diplôme,femmes et hommes,Sociologie  d emographie,23
2014,30 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,54
2014,30 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,37
2015,18 mois après le diplôme,femmes,Pluridisciplinaire sciences humaines et sociales,32
2015,18 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,48
2018,30 mois après le diplôme,hommes,Pluridisciplinaire sciences humaines et sociales,34
2012,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,35
2013,30 mois après le diplôme,femmes et hommes,Pluridisciplinaire sciences humaines et sociales,36
2014,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,46
2015,30 mois après le diplôme,hommes,Ensemble sciences  technologies et sant e,44
2011,30 mois après le diplôme,femmes et hommes,G enie civil,52
2012,30 mois après le diplôme,femmes,G enie civil,41
2016,30 mois après le diplôme,femmes,G enie civil,54
2017,30 mois après le diplôme,femmes,G enie civil,58
2013,30 mois après le diplôme,femmes,G enie civil,46
2013,18 mois après le diplôme,femmes et hommes,G enie civil,48
2013,30 mois après le diplôme,femmes et hommes,G enie civil,48
2018,30 mois après le diplôme,hommes,G enie civil,48
2018,30 mois après le diplôme,femmes et hommes,G enie des proc ed es,51
2014,18 mois après le diplôme,femmes,G enie des proc ed es,57
2016,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,55
2015,30 mois après le diplôme,hommes,G enie des proc ed es,43
2015,18 mois après le diplôme,femmes,G enie des proc ed es,50
2012,30 mois après le diplôme,hommes,G enie des proc ed es,54
2016,30 mois après le diplôme,femmes,G enie des proc ed es,55
2017,18 mois après le diplôme,femmes et hommes,G enie des proc ed es,58
2013,18 mois après le diplôme,femmes,G enie des proc ed es,56
2013,30 mois après le diplôme,femmes et hommes,G enie des proc ed es,52
2018,30 mois après le diplôme,hommes,G enie des proc ed es,50
2018,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,50
2016,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,55
2015,18 mois après le diplôme,femmes,M ecanique  g enie m ecanique,55
2015,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,53
2017,30 mois après le diplôme,femmes et hommes,M ecanique  g enie m ecanique,44
2018,30 mois après le diplôme,hommes,M ecanique  g enie m ecanique,50
2013,30 mois après le diplôme,hommes,M ecanique  g enie m ecanique,61
2013,18 mois après le diplôme,hommes,M ecanique  g enie m ecanique,61
2018,18 mois après le diplôme,femmes,Technologie et sciences industrielles,36
2014,30 mois après le diplôme,hommes,Technologie et sciences industrielles,46
2016,18 mois après le diplôme,hommes,Technologie et sciences industrielles,40
2015,30 mois après le diplôme,hommes,Technologie et sciences industrielles,42
2015,18 mois après le diplôme,hommes,Technologie et sciences industrielles,42
2012,18 mois après le diplôme,femmes,Technologie et sciences industrielles,43
2011,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,40
2012,18 mois après le diplôme,hommes,Technologie et sciences industrielles,48
2015,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,40
2012,30 mois après le diplôme,hommes,Technologie et sciences industrielles,48
2012,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,45
2018,30 mois après le diplôme,hommes,Technologie et sciences industrielles,36
2013,30 mois après le diplôme,femmes et hommes,Technologie et sciences industrielles,41
2017,18 mois après le diplôme,femmes,Technologie et sciences industrielles,36
2014,30 mois après le diplôme,femmes,Informatique,37
2018,18 mois après le diplôme,femmes,Informatique,34
2018,18 mois après le diplôme,femmes et hommes,Informatique,31
2015,18 mois après le diplôme,femmes et hommes,Informatique,31
2016,30 mois après le diplôme,femmes et hommes,Informatique,33
2012,30 mois après le diplôme,femmes et hommes,Informatique,32
2017,30 mois après le diplôme,femmes et hommes,Informatique,32
2016,30 mois après le diplôme,femmes,Informatique,28
2017,18 mois après le diplôme,hommes,Informatique,31
2013,30 mois après le diplôme,femmes,Informatique,31
